R,G,B,RÓTULO,GRUPO
41,218,7,harmonico,358
39,221,1,harmonico,358
33,206,26,harmonico,358
45,44,86,harmonico,359
46,34,91,harmonico,359
56,62,87,harmonico,359
214,28,120,harmonico,360
223,35,113,harmonico,360
222,28,118,harmonico,360
97,83,254,harmonico,361
89,77,251,harmonico,361
94,98,252,harmonico,361
237,48,18,harmonico,362
238,50,25,harmonico,362
217,63,2,harmonico,362
244,84,151,harmonico,363
245,77,161,harmonico,363
255,84,146,harmonico,363
91,236,120,harmonico,364
94,237,121,harmonico,364
71,222,110,harmonico,364
132,1,163,harmonico,365
138,10,166,harmonico,365
120,-18,145,harmonico,365
118,212,190,harmonico,366
113,217,192,harmonico,366
130,222,178,harmonico,366
122,204,158,harmonico,367
125,204,155,harmonico,367
139,203,159,harmonico,367
139,124,175,harmonico,368
130,125,169,harmonico,368
143,121,188,harmonico,368
213,123,133,harmonico,369
220,121,127,harmonico,369
231,132,138,harmonico,369
38,104,36,harmonico,370
45,114,30,harmonico,370
40,100,22,harmonico,370
21,74,193,harmonico,371
28,84,183,harmonico,371
20,81,195,harmonico,371
27,32,144,harmonico,372
32,38,134,harmonico,372
17,26,137,harmonico,372
228,167,58,harmonico,373
233,173,51,harmonico,373
209,173,39,harmonico,373
61,227,109,harmonico,374
51,233,101,harmonico,374
56,240,100,harmonico,374
40,242,102,harmonico,375
47,245,94,harmonico,375
43,253,90,harmonico,375
110,232,53,harmonico,376
114,239,54,harmonico,376
115,228,42,harmonico,376
150,244,142,harmonico,377
160,240,133,harmonico,377
136,253,131,harmonico,377
151,102,237,harmonico,378
141,99,243,harmonico,378
133,89,231,harmonico,378
233,189,151,harmonico,379
229,192,144,harmonico,379
248,173,167,harmonico,379
253,160,140,harmonico,380
247,151,143,harmonico,380
255,162,134,harmonico,380
173,252,209,harmonico,381
164,248,211,harmonico,381
157,255,218,harmonico,381
48,64,48,harmonico,382
46,73,47,harmonico,382
34,64,51,harmonico,382
245,65,62,harmonico,383
252,63,69,harmonico,383
242,73,54,harmonico,383
145,242,177,harmonico,384
146,250,179,harmonico,384
159,222,175,harmonico,384
240,20,233,harmonico,385
243,29,243,harmonico,385
230,13,238,harmonico,385
38,181,52,harmonico,386
43,175,42,harmonico,386
38,178,61,harmonico,386
32,182,13,harmonico,387
41,173,11,harmonico,387
35,167,8,harmonico,387
154,105,60,harmonico,388
164,104,67,harmonico,388
173,105,44,harmonico,388
79,248,212,harmonico,389
73,251,212,harmonico,389
63,237,220,harmonico,389
6,52,221,harmonico,390
7,59,230,harmonico,390
-13,50,212,harmonico,390
111,185,98,harmonico,391
113,178,92,harmonico,391
114,194,80,harmonico,391
170,96,169,harmonico,392
164,89,171,harmonico,392
179,80,175,harmonico,392
115,83,17,harmonico,393
117,92,13,harmonico,393
127,92,16,harmonico,393
83,209,229,harmonico,394
82,213,236,harmonico,394
79,227,211,harmonico,394
46,13,222,harmonico,395
48,9,215,harmonico,395
39,2,230,harmonico,395
57,10,96,harmonico,396
48,14,92,harmonico,396
76,-8,115,harmonico,396
140,230,72,harmonico,397
141,236,67,harmonico,397
146,231,85,harmonico,397
206,127,206,harmonico,398
213,121,202,harmonico,398
223,111,199,harmonico,398
13,226,220,harmonico,399
22,233,226,harmonico,399
12,210,232,harmonico,399
56,74,43,harmonico,400
60,80,36,harmonico,400
71,77,39,harmonico,400
160,42,118,harmonico,401
155,46,121,harmonico,401
164,60,115,harmonico,401
174,188,54,harmonico,402
170,182,62,harmonico,402
168,185,38,harmonico,402
48,34,185,harmonico,403
50,28,195,harmonico,403
30,46,202,harmonico,403
73,104,124,harmonico,404
75,106,124,harmonico,404
61,113,106,harmonico,404
131,101,176,harmonico,405
138,106,176,harmonico,405
114,121,171,harmonico,405
209,139,97,harmonico,406
212,144,92,harmonico,406
201,134,109,harmonico,406
4,27,148,harmonico,407
14,32,156,harmonico,407
6,37,130,harmonico,407
1,110,105,harmonico,408
0,114,101,harmonico,408
7,122,92,harmonico,408
6,12,29,harmonico,409
16,6,32,harmonico,409
-2,26,34,harmonico,409
185,174,245,harmonico,410
177,182,246,harmonico,410
196,183,249,harmonico,410
13,83,177,harmonico,411
10,81,170,harmonico,411
13,72,196,harmonico,411
242,61,106,harmonico,412
246,52,115,harmonico,412
255,56,106,harmonico,412
242,203,212,harmonico,413
247,205,215,harmonico,413
243,222,223,harmonico,413
253,207,176,harmonico,414
245,198,181,harmonico,414
255,203,158,harmonico,414
51,209,97,harmonico,415
58,209,96,harmonico,415
49,215,88,harmonico,415
73,71,200,harmonico,416
80,65,206,harmonico,416
67,71,205,harmonico,416
185,31,3,harmonico,417
178,28,2,harmonico,417
167,15,-6,harmonico,417
111,115,89,harmonico,418
109,123,83,harmonico,418
91,108,99,harmonico,418
106,196,197,harmonico,419
98,205,204,harmonico,419
126,199,207,harmonico,419
247,171,39,harmonico,420
255,167,31,harmonico,420
250,170,55,harmonico,420
193,93,26,harmonico,421
199,90,22,harmonico,421
188,105,24,harmonico,421
179,32,194,harmonico,422
171,34,200,harmonico,422
197,29,190,harmonico,422
65,247,121,harmonico,423
63,248,126,harmonico,423
46,230,115,harmonico,423
221,192,160,harmonico,424
219,200,158,harmonico,424
220,194,168,harmonico,424
127,243,201,harmonico,425
136,249,196,harmonico,425
134,255,216,harmonico,425
188,6,234,harmonico,426
187,0,233,harmonico,426
196,-10,217,harmonico,426
16,213,180,harmonico,427
20,207,174,harmonico,427
11,209,160,harmonico,427
135,155,92,harmonico,428
132,150,102,harmonico,428
144,169,103,harmonico,428
148,140,48,harmonico,429
138,137,43,harmonico,429
167,121,34,harmonico,429
66,102,39,harmonico,430
75,103,48,harmonico,430
85,97,56,harmonico,430
252,252,121,harmonico,431
255,245,129,harmonico,431
255,244,119,harmonico,431
195,58,251,harmonico,432
196,52,249,harmonico,432
206,77,255,harmonico,432
30,30,40,harmonico,433
21,33,37,harmonico,433
40,14,36,harmonico,433
123,19,166,harmonico,434
123,24,168,harmonico,434
136,22,164,harmonico,434
229,176,119,harmonico,435
229,177,126,harmonico,435
244,161,101,harmonico,435
170,242,157,harmonico,436
172,233,157,harmonico,436
176,236,155,harmonico,436
207,41,104,harmonico,437
209,35,113,harmonico,437
205,60,114,harmonico,437
43,14,193,harmonico,438
40,13,200,harmonico,438
61,13,197,harmonico,438
228,89,116,harmonico,439
221,97,118,harmonico,439
241,107,97,harmonico,439
77,31,201,harmonico,440
78,30,207,harmonico,440
77,19,194,harmonico,440
126,6,67,harmonico,441
120,13,61,harmonico,441
123,1,84,harmonico,441
186,26,200,harmonico,442
188,17,205,harmonico,442
170,16,212,harmonico,442
112,116,246,harmonico,443
110,125,241,harmonico,443
130,116,239,harmonico,443
80,203,36,harmonico,444
75,201,40,harmonico,444
60,199,38,harmonico,444
18,181,151,harmonico,445
11,180,143,harmonico,445
22,180,138,harmonico,445
125,162,158,harmonico,446
120,164,165,harmonico,446
134,162,175,harmonico,446
186,246,194,harmonico,447
186,237,186,harmonico,447
166,255,214,harmonico,447
192,89,154,harmonico,448
187,96,156,harmonico,448
189,107,135,harmonico,448
109,24,133,harmonico,449
103,31,124,harmonico,449
110,44,123,harmonico,449
3,219,233,harmonico,450
13,218,232,harmonico,450
10,226,225,harmonico,450
89,229,131,harmonico,451
91,230,132,harmonico,451
96,237,139,harmonico,451
9,48,17,harmonico,452
13,58,13,harmonico,452
-2,62,23,harmonico,452
242,87,192,harmonico,453
247,88,196,harmonico,453
255,100,187,harmonico,453
41,24,217,harmonico,454
45,26,218,harmonico,454
35,18,207,harmonico,454
141,155,181,harmonico,455
148,160,173,harmonico,455
121,171,185,harmonico,455
190,20,73,harmonico,456
192,24,82,harmonico,456
206,6,78,harmonico,456
148,54,179,harmonico,457
152,55,181,harmonico,457
136,70,198,harmonico,457
26,194,196,harmonico,458
20,185,201,harmonico,458
10,177,202,harmonico,458
246,164,233,harmonico,459
249,169,235,harmonico,459
255,164,230,harmonico,459
235,71,60,harmonico,460
235,63,51,harmonico,460
227,53,77,harmonico,460
43,155,77,harmonico,461
35,165,67,harmonico,461
52,155,89,harmonico,461
22,86,219,harmonico,462
21,96,212,harmonico,462
17,77,237,harmonico,462
8,5,64,harmonico,463
6,11,68,harmonico,463
-1,-12,67,harmonico,463
209,201,192,harmonico,464
211,206,183,harmonico,464
218,206,205,harmonico,464
79,8,91,harmonico,465
69,9,93,harmonico,465
92,24,95,harmonico,465
78,183,225,harmonico,466
76,182,227,harmonico,466
80,190,209,harmonico,466
36,95,213,harmonico,467
29,91,212,harmonico,467
28,101,212,harmonico,467
64,51,201,harmonico,468
63,55,198,harmonico,468
70,67,185,harmonico,468
175,4,55,harmonico,469
170,13,53,harmonico,469
183,19,40,harmonico,469
213,190,205,harmonico,470
204,195,212,harmonico,470
211,186,205,harmonico,470
189,0,119,harmonico,471
195,5,128,harmonico,471
197,-20,116,harmonico,471
204,230,207,harmonico,472
196,237,203,harmonico,472
201,241,217,harmonico,472
59,121,241,harmonico,473
64,118,237,harmonico,473
43,141,241,harmonico,473
49,59,162,harmonico,474
59,69,162,harmonico,474
51,64,147,harmonico,474
71,204,225,harmonico,475
73,203,232,harmonico,475
77,218,236,harmonico,475
249,2,79,harmonico,476
241,-5,85,harmonico,476
255,-17,71,harmonico,476
180,65,105,harmonico,477
171,57,102,harmonico,477
198,67,104,harmonico,477
145,14,39,harmonico,478
150,9,42,harmonico,478
158,32,59,harmonico,478
217,209,162,harmonico,479
217,217,156,harmonico,479
218,205,148,harmonico,479
54,100,227,harmonico,480
49,90,235,harmonico,480
52,111,219,harmonico,480
249,68,110,harmonico,481
242,66,108,harmonico,481
244,64,111,harmonico,481
253,85,93,harmonico,482
255,81,98,harmonico,482
242,76,113,harmonico,482
136,59,47,harmonico,483
144,67,49,harmonico,483
134,77,53,harmonico,483
133,61,65,harmonico,484
126,55,64,harmonico,484
153,49,80,harmonico,484
136,88,155,harmonico,485
131,83,147,harmonico,485
134,100,142,harmonico,485
158,170,185,harmonico,486
149,168,193,harmonico,486
178,183,188,harmonico,486
127,124,247,harmonico,487
126,124,246,harmonico,487
109,143,241,harmonico,487
42,98,99,harmonico,488
46,98,93,harmonico,488
22,118,96,harmonico,488
248,110,141,harmonico,489
254,119,146,harmonico,489
255,107,132,harmonico,489
111,113,71,harmonico,490
108,121,61,harmonico,490
100,102,73,harmonico,490
246,82,99,harmonico,491
249,85,102,harmonico,491
232,86,96,harmonico,491
34,26,177,harmonico,492
30,18,182,harmonico,492
37,29,188,harmonico,492
97,25,134,harmonico,493
101,32,144,harmonico,493
114,20,129,harmonico,493
86,226,237,harmonico,494
85,230,243,harmonico,494
79,238,229,harmonico,494
233,52,232,harmonico,495
230,47,228,harmonico,495
248,36,213,harmonico,495
40,149,140,harmonico,496
38,153,143,harmonico,496
20,157,139,harmonico,496
177,25,72,harmonico,497
184,18,68,harmonico,497
176,27,82,harmonico,497
223,123,121,harmonico,498
217,128,114,harmonico,498
241,120,105,harmonico,498
57,121,203,harmonico,499
65,116,196,harmonico,499
48,106,201,harmonico,499
13,104,22,harmonico,500
22,94,26,harmonico,500
24,112,5,harmonico,500
52,12,151,harmonico,501
54,15,153,harmonico,501
37,-3,160,harmonico,501
9,64,87,harmonico,502
6,58,88,harmonico,502
-6,76,79,harmonico,502
189,113,56,harmonico,503
198,103,58,harmonico,503
180,133,55,harmonico,503
139,179,133,harmonico,504
133,176,142,harmonico,504
134,191,114,harmonico,504
44,169,61,harmonico,505
39,159,53,harmonico,505
28,175,45,harmonico,505
129,48,139,harmonico,506
137,45,147,harmonico,506
124,54,157,harmonico,506
24,58,247,harmonico,507
27,54,238,harmonico,507
34,61,241,harmonico,507
61,211,121,harmonico,508
71,202,125,harmonico,508
74,221,140,harmonico,508
139,44,92,harmonico,509
136,39,102,harmonico,509
147,61,96,harmonico,509
147,60,230,harmonico,510
144,61,237,harmonico,510
136,41,236,harmonico,510
180,242,124,harmonico,511
171,243,116,harmonico,511
169,246,140,harmonico,511
225,0,152,harmonico,512
223,0,152,harmonico,512
227,-4,152,harmonico,512
199,71,107,harmonico,513
209,74,98,harmonico,513
192,69,96,harmonico,513
225,217,7,harmonico,514
219,214,2,harmonico,514
213,231,-5,harmonico,514
58,154,215,harmonico,515
66,144,211,harmonico,515
46,158,226,harmonico,515
79,36,228,harmonico,516
85,43,221,harmonico,516
99,52,213,harmonico,516
17,245,22,harmonico,517
26,240,30,harmonico,517
37,254,5,harmonico,517
148,245,179,harmonico,518
154,242,183,harmonico,518
145,247,192,harmonico,518
19,80,153,harmonico,519
11,81,161,harmonico,519
29,92,152,harmonico,519
6,221,31,harmonico,520
12,230,41,harmonico,520
9,219,27,harmonico,520
50,30,176,harmonico,521
49,31,167,harmonico,521
44,27,196,harmonico,521
21,239,59,harmonico,522
18,239,52,harmonico,522
16,249,75,harmonico,522
65,174,25,harmonico,523
71,171,26,harmonico,523
51,155,29,harmonico,523
122,124,110,harmonico,524
127,116,101,harmonico,524
135,104,96,harmonico,524
70,173,70,harmonico,525
74,166,64,harmonico,525
90,177,83,harmonico,525
13,189,203,harmonico,526
11,191,194,harmonico,526
22,182,188,harmonico,526
121,249,124,harmonico,527
117,252,128,harmonico,527
115,255,107,harmonico,527
208,184,0,harmonico,528
211,178,-6,harmonico,528
189,182,-17,harmonico,528
132,7,34,harmonico,529
132,16,27,harmonico,529
142,16,14,harmonico,529
5,206,229,harmonico,530
12,209,231,harmonico,530
-10,211,231,harmonico,530
33,39,240,harmonico,531
37,49,232,harmonico,531
14,57,252,harmonico,531
109,47,141,harmonico,532
114,49,135,harmonico,532
96,28,125,harmonico,532
197,121,247,harmonico,533
196,129,239,harmonico,533
191,104,241,harmonico,533
41,13,164,harmonico,534
31,5,166,harmonico,534
39,8,145,harmonico,534
68,255,39,harmonico,535
73,255,45,harmonico,535
62,246,58,harmonico,535
157,226,102,harmonico,536
148,222,112,harmonico,536
150,232,118,harmonico,536
123,173,123,harmonico,537
119,182,121,harmonico,537
142,176,121,harmonico,537
48,110,87,harmonico,538
58,104,92,harmonico,538
59,97,68,harmonico,538
64,157,141,harmonico,539
65,167,133,harmonico,539
76,172,142,harmonico,539
62,168,110,harmonico,540
71,158,103,harmonico,540
61,150,95,harmonico,540
198,71,150,harmonico,541
197,74,144,harmonico,541
179,88,167,harmonico,541
62,194,179,harmonico,542
56,201,172,harmonico,542
79,187,164,harmonico,542
144,153,200,harmonico,543
148,145,191,harmonico,543
151,152,212,harmonico,543
152,132,213,harmonico,544
146,139,219,harmonico,544
155,127,202,harmonico,544
148,254,70,harmonico,545
147,255,78,harmonico,545
139,243,67,harmonico,545
116,114,105,harmonico,546
112,114,100,harmonico,546
129,94,91,harmonico,546
131,208,167,harmonico,547
134,212,165,harmonico,547
144,211,185,harmonico,547
253,98,8,harmonico,548
255,91,15,harmonico,548
247,90,25,harmonico,548
149,154,155,harmonico,549
155,159,160,harmonico,549
150,140,149,harmonico,549
211,177,156,harmonico,550
208,186,155,harmonico,550
199,197,164,harmonico,550
200,212,249,harmonico,551
204,220,255,harmonico,551
206,229,255,harmonico,551
41,98,245,harmonico,552
33,106,241,harmonico,552
41,93,244,harmonico,552
146,131,175,harmonico,553
146,137,172,harmonico,553
154,141,179,harmonico,553
114,49,177,harmonico,554
114,48,168,harmonico,554
96,68,196,harmonico,554
99,63,137,harmonico,555
104,70,135,harmonico,555
117,50,140,harmonico,555
52,109,200,harmonico,556
62,119,209,harmonico,556
38,117,184,harmonico,556
34,210,195,harmonico,557
44,203,187,harmonico,557
16,211,184,harmonico,557
171,211,184,harmonico,558
177,212,181,harmonico,558
165,214,185,harmonico,558
135,87,133,harmonico,559
137,92,138,harmonico,559
129,70,153,harmonico,559
93,100,13,harmonico,560
88,99,22,harmonico,560
77,89,15,harmonico,560
81,138,13,harmonico,561
79,144,11,harmonico,561
96,142,19,harmonico,561
91,198,111,harmonico,562
88,192,104,harmonico,562
101,214,91,harmonico,562
47,234,37,harmonico,563
57,241,27,harmonico,563
38,220,26,harmonico,563
44,35,178,harmonico,564
51,45,184,harmonico,564
32,27,193,harmonico,564
96,34,33,harmonico,565
94,44,34,harmonico,565
81,44,36,harmonico,565
132,15,14,harmonico,566
125,11,14,harmonico,566
119,35,24,harmonico,566
103,208,13,harmonico,567
94,204,12,harmonico,567
95,197,25,harmonico,567
8,14,150,harmonico,568
3,8,156,harmonico,568
-2,30,141,harmonico,568
243,127,216,harmonico,569
251,130,224,harmonico,569
240,111,231,harmonico,569
4,140,179,harmonico,570
4,131,186,harmonico,570
12,143,195,harmonico,570
130,44,20,harmonico,571
126,42,16,harmonico,571
122,63,22,harmonico,571
79,192,55,harmonico,572
86,194,63,harmonico,572
68,177,70,harmonico,572
123,230,51,harmonico,573
132,238,42,harmonico,573
103,237,58,harmonico,573
154,131,109,harmonico,574
153,140,100,harmonico,574
161,149,129,harmonico,574
53,97,203,harmonico,575
59,106,209,harmonico,575
69,102,197,harmonico,575
143,158,218,harmonico,576
145,160,216,harmonico,576
147,173,224,harmonico,576
83,104,145,harmonico,577
84,110,154,harmonico,577
87,85,146,harmonico,577
99,117,126,harmonico,578
93,112,117,harmonico,578
84,115,126,harmonico,578
219,247,113,harmonico,579
213,243,109,harmonico,579
205,227,126,harmonico,579
251,118,223,harmonico,580
243,112,229,harmonico,580
252,114,235,harmonico,580
235,37,1,harmonico,581
241,42,0,harmonico,581
248,44,15,harmonico,581
109,2,170,harmonico,582
103,4,170,harmonico,582
97,-3,155,harmonico,582
235,196,73,harmonico,583
233,201,69,harmonico,583
229,186,86,harmonico,583
129,153,234,harmonico,584
123,149,233,harmonico,584
149,152,243,harmonico,584
13,57,220,harmonico,585
11,49,228,harmonico,585
19,40,231,harmonico,585
126,25,167,harmonico,586
131,29,160,harmonico,586
119,44,156,harmonico,586
195,60,139,harmonico,587
204,51,144,harmonico,587
199,77,137,harmonico,587
114,64,227,harmonico,588
116,59,227,harmonico,588
115,55,211,harmonico,588
44,236,204,harmonico,589
45,230,202,harmonico,589
34,233,205,harmonico,589
47,118,87,harmonico,590
53,115,83,harmonico,590
41,109,75,harmonico,590
16,235,107,harmonico,591
23,226,97,harmonico,591
24,242,117,harmonico,591
104,213,55,harmonico,592
112,222,47,harmonico,592
91,218,38,harmonico,592
153,229,245,harmonico,593
150,233,246,harmonico,593
149,221,249,harmonico,593
83,168,233,harmonico,594
74,159,235,harmonico,594
72,171,219,harmonico,594
39,189,93,harmonico,595
39,198,93,harmonico,595
35,179,92,harmonico,595
175,65,252,harmonico,596
180,71,248,harmonico,596
180,84,245,harmonico,596
145,96,185,harmonico,597
148,99,185,harmonico,597
127,92,188,harmonico,597
131,104,41,harmonico,598
141,97,35,harmonico,598
113,119,46,harmonico,598
186,12,187,harmonico,599
176,16,180,harmonico,599
194,8,174,harmonico,599
52,10,110,harmonico,600
55,15,114,harmonico,600
64,6,126,harmonico,600
208,24,218,harmonico,601
198,32,212,harmonico,601
209,6,224,harmonico,601
180,45,223,harmonico,602
179,48,227,harmonico,602
191,46,236,harmonico,602
191,39,42,harmonico,603
192,47,33,harmonico,603
183,59,53,harmonico,603
57,134,94,harmonico,604
47,129,95,harmonico,604
50,141,98,harmonico,604
191,57,149,harmonico,605
182,56,151,harmonico,605
200,40,140,harmonico,605
176,114,102,harmonico,606
166,105,110,harmonico,606
193,127,98,harmonico,606
51,219,203,harmonico,607
48,228,213,harmonico,607
37,224,211,harmonico,607
100,193,250,harmonico,608
90,198,255,harmonico,608
97,186,255,harmonico,608
167,39,154,harmonico,609
168,40,155,harmonico,609
163,59,158,harmonico,609
215,24,98,harmonico,610
205,17,96,harmonico,610
206,16,100,harmonico,610
240,188,191,harmonico,611
237,197,196,harmonico,611
236,206,210,harmonico,611
115,249,155,harmonico,612
116,250,155,harmonico,612
